day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-1;99100;KELP;2018;31;;;;;2021;25;;;;;2019.5;540.705078125
-1;99100;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;-48.0
-1;99200;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;-48.0
-1;99200;KELP;2018;27;;;;;2021;22;;;;;2019.5;539.4609375
-1;99300;KELP;2020;1;2018;27;;;2021;27;;;;;2020.5;538.9921875
-1;99300;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-48.0
-1;99400;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;-48.0
-1;99400;KELP;2018;26;;;;;2022;26;;;;;2020.0;535.8515625
-1;99500;KELP;2018;24;;;;;2022;24;;;;;2020.0;533.14453125
-1;99500;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;-48.0
-1;99600;RAINFOREST_RESIN;10002;1;9995;28;;;10005;28;;;;;10003.5;-48.0
-1;99600;KELP;2019;4;2018;28;;;2022;28;;;;;2020.5;534.322265625
-1;99700;KELP;2018;30;;;;;2022;30;;;;;2020.0;534.15625
-1;99700;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;-48.0
-1;99800;KELP;2018;28;;;;;2022;28;;;;;2020.0;534.927734375
-1;99800;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-48.0
-1;99900;RAINFOREST_RESIN;10002;1;9995;29;;;10005;29;;;;;10003.5;-48.0
-1;99900;KELP;2018;28;;;;;2021;29;;;;;2019.5;540.7265625
-1;100000;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;100000;KELP;2018;24;;;;;2020;5;2021;24;;;2019.0;543.078125
-1;100100;KELP;2018;29;;;;;2021;29;;;;;2019.5;541.486328125
-1;100100;RAINFOREST_RESIN;10002;1;9995;29;;;10005;29;;;;;10003.5;-48.0
-1;100200;KELP;2018;23;;;;;2020;1;2021;23;;;2019.0;538.96484375
-1;100200;RAINFOREST_RESIN;9998;5;9996;1;9995;22;10004;1;10005;22;;;10001.0;-48.0
-1;100300;RAINFOREST_RESIN;9998;4;9996;1;9995;30;10004;1;10005;30;;;10001.0;-48.0
-1;100300;KELP;2018;31;;;;;2021;31;;;;;2019.5;539.88671875
-1;100400;RAINFOREST_RESIN;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;-48.0
-1;100400;KELP;2018;30;;;;;2021;30;;;;;2019.5;543.150390625
-1;100500;KELP;2018;22;;;;;2021;22;;;;;2019.5;544.392578125
-1;100500;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-48.0
-1;100600;KELP;2018;29;;;;;2020;1;2021;29;;;2019.0;542.20703125
-1;100600;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;-48.0
-1;100700;RAINFOREST_RESIN;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;-48.0
-1;100700;KELP;2018;31;;;;;2021;31;;;;;2019.5;540.08984375
-1;100800;RAINFOREST_RESIN;9995;28;;;;;10005;28;;;;;10000.0;-48.0
-1;100800;KELP;2018;35;;;;;2021;28;;;;;2019.5;541.275390625
-1;100900;KELP;2018;19;;;;;2021;27;;;;;2019.5;540.833984375
-1;100900;RAINFOREST_RESIN;9998;10;9995;27;;;10005;27;;;;;10001.5;-48.0
-1;101000;KELP;2018;31;;;;;2021;30;;;;;2019.5;541.955078125
-1;101000;RAINFOREST_RESIN;9998;6;9995;30;;;10005;30;;;;;10001.5;-48.0
-1;101100;RAINFOREST_RESIN;9998;4;9996;1;9995;21;10004;1;10005;21;;;10001.0;-48.0
-1;101100;KELP;2019;5;2018;21;;;2022;22;;;;;2020.5;532.775390625
-1;101200;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;-48.0
-1;101200;KELP;2019;25;;;;;2022;26;;;;;2020.5;529.791015625
-1;101300;KELP;2019;27;;;;;2022;27;;;;;2020.5;532.828125
-1;101300;RAINFOREST_RESIN;9996;1;9995;26;;;9998;2;10004;1;10005;26;9997.0;-48.0
-1;101400;KELP;2019;22;;;;;2021;5;2022;22;;;2020.0;541.4609375
-1;101400;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-48.0
-1;101500;RAINFOREST_RESIN;10000;3;9996;2;9995;20;10004;2;10005;20;;;10002.0;-48.0
-1;101500;KELP;2020;5;2018;22;;;2022;22;;;;;2021.0;548.97265625
-1;101600;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-48.0
-1;101600;KELP;2019;21;;;;;2022;27;;;;;2020.5;543.87109375
-1;101700;KELP;2018;27;;;;;2022;27;;;;;2020.0;557.9140625
-1;101700;RAINFOREST_RESIN;9998;1;9995;27;;;10005;27;;;;;10001.5;-48.0
-1;101800;KELP;2018;26;;;;;2021;2;2022;24;;;2019.5;557.8984375
-1;101800;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;-48.0
-1;101900;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;-48.0
-1;101900;KELP;2018;23;;;;;2020;6;2022;23;;;2019.0;550.1796875
-1;102000;RAINFOREST_RESIN;10002;1;9996;1;9995;29;10004;1;10005;29;;;10003.0;-48.0
-1;102000;KELP;2018;30;;;;;2022;30;;;;;2020.0;548.7578125
-1;102100;KELP;2019;24;;;;;2022;24;;;;;2020.5;544.14453125
-1;102100;RAINFOREST_RESIN;9998;3;9996;2;9995;22;10004;2;10005;22;;;10001.0;-48.0
-1;102200;KELP;2019;30;;;;;2021;7;2022;30;;;2020.0;540.7265625
-1;102200;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;-48.0
-1;102300;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-48.0
-1;102300;KELP;2020;4;2019;1;2018;24;2022;25;;;;;2021.0;546.7421875
-1;102400;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;-48.0
-1;102400;KELP;2019;23;;;;;2022;23;;;;;2020.5;545.12109375
-1;102500;KELP;2019;29;;;;;2022;29;;;;;2020.5;542.5546875
-1;102500;RAINFOREST_RESIN;9996;2;9995;27;;;10002;9;10004;2;10005;27;9999.0;-48.0
-1;102600;KELP;2018;25;;;;;2021;25;;;;;2019.5;561.50390625
-1;102600;RAINFOREST_RESIN;9998;9;9996;2;9995;23;10004;2;10005;23;;;10001.0;-48.0
-1;102700;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;102700;KELP;2018;21;;;;;2022;21;;;;;2020.0;556.5390625
-1;102800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;-48.0
-1;102800;KELP;2018;28;;;;;2022;28;;;;;2020.0;553.625
-1;102900;KELP;2020;4;2019;4;2018;28;2021;1;2022;27;;;2020.5;556.94140625
-1;102900;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-48.0
-1;103000;KELP;2018;31;;;;;2020;4;2021;1;2022;30;2019.0;556.75390625
-1;103000;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-48.0
-1;103100;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;-48.0
-1;103100;KELP;2020;1;2018;27;;;2022;27;;;;;2021.0;554.92578125
-1;103200;RAINFOREST_RESIN;9998;5;9995;27;;;10005;27;;;;;10001.5;-48.0
-1;103200;KELP;2019;6;2018;27;;;2022;27;;;;;2020.5;555.55859375
-1;103300;KELP;2019;34;;;;;2022;26;;;;;2020.5;545.171875
-1;103300;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;-48.0
-1;103400;KELP;2018;32;;;;;2019;1;2020;5;2022;32;2018.5;549.828125
-1;103400;RAINFOREST_RESIN;9998;9;9996;2;9995;30;10000;4;10004;2;10005;30;9999.0;-48.0
-1;103500;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-48.0
-1;103500;KELP;2019;8;2018;28;;;2020;9;2022;28;;;2019.5;549.29296875
-1;103600;RAINFOREST_RESIN;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;-48.0
-1;103600;KELP;2018;27;;;;;2022;27;;;;;2020.0;549.22265625
-1;103700;KELP;2019;1;2018;24;;;2022;25;;;;;2020.5;546.2578125
-1;103700;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-48.0
-1;103800;KELP;2018;26;;;;;2020;7;2022;26;;;2019.0;547.15625
-1;103800;RAINFOREST_RESIN;9998;5;9995;26;;;10005;26;;;;;10001.5;-48.0
-1;103900;RAINFOREST_RESIN;9996;2;9995;22;;;10002;7;10004;2;10005;22;9999.0;-48.0
-1;103900;KELP;2019;2;2018;22;;;2022;24;;;;;2020.5;547.77734375
-1;104000;RAINFOREST_RESIN;9995;27;;;;;10005;27;;;;;10000.0;-48.0
-1;104000;KELP;2020;1;2018;27;;;2022;27;;;;;2021.0;552.38671875
-1;104100;KELP;2019;28;;;;;2022;28;;;;;2020.5;536.6953125
-1;104100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-48.0
-1;104200;KELP;2019;23;;;;;2021;7;2022;24;;;2020.0;543.9140625
-1;104200;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;104300;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-48.0
-1;104300;KELP;2019;21;;;;;2022;22;;;;;2020.5;533.39453125
-1;104400;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;-48.0
-1;104400;KELP;2019;29;;;;;2022;29;;;;;2020.5;537.671875
-1;104500;KELP;2019;26;;;;;2022;26;;;;;2020.5;541.16015625
-1;104500;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;-48.0
-1;104600;KELP;2019;28;;;;;2022;27;;;;;2020.5;536.62109375
-1;104600;RAINFOREST_RESIN;9996;2;9995;25;;;10002;4;10004;2;10005;25;9999.0;-48.0
-1;104700;RAINFOREST_RESIN;10002;1;9996;1;9995;30;10004;1;10005;30;;;10003.0;-48.0
-1;104700;KELP;2019;32;;;;;2022;31;;;;;2020.5;538.37109375
-1;104800;RAINFOREST_RESIN;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;-48.0
-1;104800;KELP;2019;34;;;;;2022;28;;;;;2020.5;539.76171875
-1;104900;KELP;2019;26;;;;;2021;4;2022;26;;;2020.0;537.98046875
-1;104900;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;-48.0
-1;105000;KELP;2018;21;;;;;2022;21;;;;;2020.0;548.9375
-1;105000;RAINFOREST_RESIN;9995;21;;;;;10002;2;10005;21;;;9998.5;-48.0
-1;105100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-48.0
-1;105100;KELP;2019;8;2018;32;;;2022;32;;;;;2020.5;549.48828125
-1;105200;RAINFOREST_RESIN;9998;5;9996;1;9995;25;10004;1;10005;25;;;10001.0;-48.0
-1;105200;KELP;2020;7;2018;26;;;2022;26;;;;;2021.0;554.61328125
-1;105300;KELP;2020;1;2018;27;;;2021;27;;;;;2020.5;561.4296875
-1;105300;RAINFOREST_RESIN;9996;2;9995;25;;;10002;9;10004;2;10005;25;9999.0;-48.0
-1;105400;KELP;2018;30;;;;;2021;24;;;;;2019.5;563.234375
-1;105400;RAINFOREST_RESIN;10002;1;9995;24;;;10005;24;;;;;10003.5;-48.0
-1;105500;RAINFOREST_RESIN;9998;1;9995;28;;;10005;28;;;;;10001.5;-48.0
-1;105500;KELP;2018;28;;;;;2020;2;2021;28;;;2019.0;565.74609375
-1;105600;RAINFOREST_RESIN;9998;8;9995;30;;;10005;30;;;;;10001.5;-48.0
-1;105600;KELP;2020;1;2018;30;;;2021;30;;;;;2020.5;564.48828125
-1;105700;KELP;2020;1;2018;1;2017;28;2021;29;;;;;2020.5;577.36328125
-1;105700;RAINFOREST_RESIN;9998;8;9996;1;9995;28;10004;1;10005;28;;;10001.0;-48.0
-1;105800;KELP;2020;7;2018;28;;;2021;28;;;;;2020.5;569.49609375
-1;105800;RAINFOREST_RESIN;10002;3;9996;2;9995;26;10004;2;10005;26;;;10003.0;-48.0
-1;105900;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;105900;KELP;2018;24;;;;;2021;24;;;;;2019.5;562.66015625
-1;106000;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-48.0
-1;106000;KELP;2018;18;;;;;2021;22;;;;;2019.5;564.44921875
-1;106100;KELP;2018;24;;;;;2020;7;2021;24;;;2019.0;565.70703125
-1;106100;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-48.0
-1;106200;RAINFOREST_RESIN;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;-48.0
-1;106200;KELP;2018;23;;;;;2021;23;;;;;2019.5;568.96484375
-1;106300;KELP;2018;32;;;;;2019;4;2021;28;;;2018.5;568.9609375
-1;106300;RAINFOREST_RESIN;9996;2;9995;26;;;9998;2;10000;4;10004;2;9997.0;-48.0
-1;106400;RAINFOREST_RESIN;9998;10;9996;1;9995;22;10000;6;10004;1;10005;22;9999.0;-48.0
-1;106400;KELP;2018;23;;;;;2019;6;2020;8;2022;23;2018.5;556.703125
-1;106500;KELP;2018;20;;;;;2020;4;2022;20;;;2019.0;550.0703125
-1;106500;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;-48.0
-1;106600;RAINFOREST_RESIN;9995;30;;;;;9998;4;10005;30;;;9996.5;-48.0
-1;106600;KELP;2018;30;;;;;2020;6;2022;30;;;2019.0;550.5859375
-1;106700;KELP;2018;30;;;;;2022;30;;;;;2020.0;550.75
-1;106700;RAINFOREST_RESIN;9996;2;9995;28;;;9998;1;10004;2;10005;28;9997.0;-48.0
-1;106800;RAINFOREST_RESIN;10002;1;9998;9;9996;1;10004;1;10005;30;;;10003.0;-48.0
-1;106800;KELP;2019;3;2018;30;;;2022;31;;;;;2020.5;547.1484375
-1;106900;KELP;2018;29;;;;;2022;29;;;;;2020.0;559.484375
-1;106900;RAINFOREST_RESIN;9995;29;;;;;10005;29;;;;;10000.0;-48.0
-1;107000;RAINFOREST_RESIN;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;-48.0
-1;107000;KELP;2018;26;;;;;2019;2;2022;26;;;2018.5;555.609375
-1;107100;KELP;2018;22;;;;;2022;22;;;;;2020.0;558.125
-1;107100;RAINFOREST_RESIN;9995;22;;;;;9998;1;10005;22;;;9996.5;-48.0
-1;107200;RAINFOREST_RESIN;9998;1;9996;1;9995;24;10004;1;10005;24;;;10001.0;-48.0
-1;107200;KELP;2018;25;;;;;2020;2;2022;25;;;2019.0;553.3203125
-1;107300;KELP;2018;25;;;;;2021;25;;;;;2019.5;566.859375
-1;107300;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;-48.0
-1;107400;RAINFOREST_RESIN;9995;25;;;;;10005;25;;;;;10000.0;-48.0
-1;107400;KELP;2019;6;2018;25;;;2022;25;;;;;2020.5;558.671875
-1;107500;KELP;2018;25;;;;;2022;25;;;;;2020.0;560.9375
-1;107500;RAINFOREST_RESIN;9995;25;;;;;10002;5;10005;25;;;9998.5;-48.0
-1;107600;RAINFOREST_RESIN;9998;3;9996;1;9995;30;10004;1;10005;30;;;10001.0;-48.0
-1;107600;KELP;2018;31;;;;;2020;4;2021;31;;;2019.0;562.3828125
-1;107700;KELP;2018;24;;;;;2021;24;;;;;2019.5;584.859375
-1;107700;RAINFOREST_RESIN;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;-48.0
-1;107800;RAINFOREST_RESIN;9996;2;9995;20;;;10002;8;10004;2;10005;20;9999.0;-48.0
-1;107800;KELP;2018;22;;;;;2021;22;;;;;2019.5;583.0703125
-1;107900;KELP;2018;1;2017;28;;;2021;29;;;;;2019.5;586.7578125
-1;107900;RAINFOREST_RESIN;9996;1;9995;28;;;10002;4;10004;1;10005;28;9999.0;-48.0
-1;108000;RAINFOREST_RESIN;9996;1;9995;26;;;9998;11;10004;1;10005;26;9997.0;-48.0
-1;108000;KELP;2018;1;2017;26;;;2021;27;;;;;2019.5;586.203125
-1;108100;KELP;2018;25;;;;;2021;25;;;;;2019.5;584.96875
-1;108100;RAINFOREST_RESIN;9995;25;;;;;9998;1;10005;25;;;9996.5;-48.0
-1;108200;RAINFOREST_RESIN;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;-48.0
-1;108200;KELP;2017;31;;;;;2019;1;2021;31;;;2018.0;593.46875
-1;108300;KELP;2017;21;;;;;2021;21;;;;;2019.0;599.875
-1;108300;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;108400;RAINFOREST_RESIN;9996;1;9995;25;;;10002;8;10004;1;10005;25;9999.0;-48.0
-1;108400;KELP;2019;1;2017;26;;;2020;26;;;;;2019.5;622.09375
-1;108500;KELP;2017;24;;;;;2020;25;;;;;2018.5;621.375
-1;108500;RAINFOREST_RESIN;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;-48.0
-1;108600;RAINFOREST_RESIN;9996;1;9995;26;;;9998;4;10004;1;10005;26;9997.0;-48.0
-1;108600;KELP;2017;27;;;;;2020;27;;;;;2018.5;607.390625
-1;108700;KELP;2017;23;;;;;2020;23;;;;;2018.5;607.7890625
-1;108700;RAINFOREST_RESIN;9995;23;;;;;10005;23;;;;;10000.0;-48.0
-1;108800;KELP;2017;20;;;;;2020;20;;;;;2018.5;612.703125
-1;108800;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;-48.0
-1;108900;RAINFOREST_RESIN;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;-48.0
-1;108900;KELP;2017;31;;;;;2021;31;;;;;2019.0;598.5234375
-1;109000;RAINFOREST_RESIN;9995;20;;;;;10002;2;10005;20;;;9998.5;-48.0
-1;109000;KELP;2018;4;2017;20;;;2021;20;;;;;2019.5;601.0234375
-1;109100;KELP;2017;27;;;;;2019;5;2021;28;;;2018.0;597.5078125
-1;109100;RAINFOREST_RESIN;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;-48.0
-1;109200;KELP;2017;27;;;;;2021;27;;;;;2019.0;597.703125
-1;109200;RAINFOREST_RESIN;9998;2;9996;2;9995;25;10004;2;10005;25;;;10001.0;-48.0
-1;109300;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;109300;KELP;2017;22;;;;;2020;21;;;;;2018.5;604.5234375
-1;109400;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;109400;KELP;2017;21;;;;;2021;21;;;;;2019.0;595.84375
-1;109500;KELP;2018;33;;;;;2021;30;;;;;2019.5;575.3125
-1;109500;RAINFOREST_RESIN;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;-48.0
-1;109600;KELP;2018;29;;;;;2021;29;;;;;2019.5;563.90625
-1;109600;RAINFOREST_RESIN;9996;2;9995;27;;;9998;1;10004;2;10005;27;9997.0;-48.0
-1;109700;RAINFOREST_RESIN;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;-48.0
-1;109700;KELP;2018;26;;;;;2021;27;;;;;2019.5;567.1171875
-1;109800;RAINFOREST_RESIN;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;-48.0
-1;109800;KELP;2018;24;;;;;2021;24;;;;;2019.5;564.8203125
-1;109900;KELP;2018;27;;;;;2021;27;;;;;2019.5;561.6015625
-1;109900;RAINFOREST_RESIN;10002;1;9995;27;;;10005;27;;;;;10003.5;-48.0
-1;110000;KELP;2018;22;;;;;2021;22;;;;;2019.5;562.2734375
-1;110000;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;-48.0
-1;110100;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;110100;KELP;2018;23;;;;;2021;24;;;;;2019.5;565.0
-1;110200;RAINFOREST_RESIN;9995;20;;;;;10005;20;;;;;10000.0;-48.0
-1;110200;KELP;2018;20;;;;;2020;3;2021;20;;;2019.0;573.8125
-1;110300;KELP;2018;22;;;;;2021;22;;;;;2019.5;568.0078125
-1;110300;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;-48.0
-1;110400;KELP;2018;23;;;;;2021;30;;;;;2019.5;564.296875
-1;110400;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;-48.0
-1;110500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;110500;KELP;2018;21;;;;;2022;21;;;;;2020.0;558.390625
-1;110600;RAINFOREST_RESIN;10002;8;9995;28;;;10005;28;;;;;10003.5;-48.0
-1;110600;KELP;2020;1;2018;28;;;2022;28;;;;;2021.0;560.53125
-1;110700;KELP;2020;3;2018;26;;;2021;2;2022;24;;;2020.5;560.8359375
-1;110700;RAINFOREST_RESIN;9998;3;9996;2;9995;24;10004;2;10005;24;;;10001.0;-48.0
-1;110800;KELP;2018;30;;;;;2022;30;;;;;2020.0;552.078125
-1;110800;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;-48.0
-1;110900;RAINFOREST_RESIN;9995;24;;;;;10005;24;;;;;10000.0;-48.0
-1;110900;KELP;2018;24;;;;;2022;24;;;;;2020.0;545.1953125
-1;111000;RAINFOREST_RESIN;9996;2;9995;22;;;9998;1;10004;2;10005;22;9997.0;-48.0
-1;111000;KELP;2021;1;2019;24;;;2022;24;;;;;2021.5;534.984375
-1;111100;KELP;2019;27;;;;;2022;27;;;;;2020.5;535.390625
-1;111100;RAINFOREST_RESIN;9996;2;9995;25;;;9998;4;10004;2;10005;25;9997.0;-48.0
-1;111200;KELP;2019;22;;;;;2021;1;2022;22;;;2020.0;538.90625
-1;111200;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;-48.0
-1;111300;RAINFOREST_RESIN;9996;1;9995;29;;;9998;3;10004;1;10005;29;9997.0;-48.0
-1;111300;KELP;2019;31;;;;;2022;30;;;;;2020.5;532.65625
-1;111400;RAINFOREST_RESIN;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;-48.0
-1;111400;KELP;2019;24;;;;;2022;24;;;;;2020.5;535.28125
-1;111500;KELP;2021;1;2019;28;;;2022;22;;;;;2021.5;536.0703125
-1;111500;RAINFOREST_RESIN;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;-48.0
-1;111600;KELP;2019;39;;;;;2022;32;;;;;2020.5;538.25
-1;111600;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-48.0
-1;111700;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;-48.0
-1;111700;KELP;2019;24;;;;;2022;22;;;;;2020.5;533.046875
-1;111800;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-48.0
-1;111800;KELP;2019;28;;;;;2022;22;;;;;2020.5;531.578125
-1;111900;KELP;2019;22;;;;;2022;22;;;;;2020.5;539.9140625
-1;111900;RAINFOREST_RESIN;9996;2;9995;20;;;10002;5;10004;2;10005;20;9999.0;-48.0
-1;112000;KELP;2018;26;;;;;2020;4;2021;26;;;2019.0;566.1796875
-1;112000;RAINFOREST_RESIN;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;-48.0
-1;112100;RAINFOREST_RESIN;9996;2;9995;20;;;9998;5;10002;7;10004;2;9997.0;-48.0
-1;112100;KELP;2018;22;;;;;2022;22;;;;;2020.0;553.578125
-1;112200;RAINFOREST_RESIN;9998;1;9996;2;9995;26;10004;2;10005;26;;;10001.0;-48.0
-1;112200;KELP;2020;1;2018;28;;;2022;28;;;;;2021.0;556.25
-1;112300;KELP;2018;31;;;;;2021;26;;;;;2019.5;563.3125
-1;112300;RAINFOREST_RESIN;9995;26;;;;;10005;26;;;;;10000.0;-48.0
-1;112400;KELP;2018;29;;;;;2021;29;;;;;2019.5;563.90625
-1;112400;RAINFOREST_RESIN;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;-48.0
-1;112500;RAINFOREST_RESIN;9996;2;9995;21;;;10002;3;10004;2;10005;21;9999.0;-48.0
-1;112500;KELP;2018;23;;;;;2021;23;;;;;2019.5;562.609375
-1;112600;RAINFOREST_RESIN;9995;30;;;;;10005;30;;;;;10000.0;-48.0
-1;112600;KELP;2018;30;;;;;2021;30;;;;;2019.5;563.6171875
-1;112700;KELP;2018;29;;;;;2021;29;;;;;2019.5;573.125
-1;112700;RAINFOREST_RESIN;9996;1;9995;28;;;10002;7;10004;1;10005;28;9999.0;-48.0
-1;112800;KELP;2018;29;;;;;2021;22;;;;;2019.5;573.21875
-1;112800;RAINFOREST_RESIN;9995;22;;;;;10005;22;;;;;10000.0;-48.0
-1;112900;RAINFOREST_RESIN;9998;1;9996;2;9995;20;10004;2;10005;20;;;10001.0;-48.0
-1;112900;KELP;2018;22;;;;;2021;22;;;;;2019.5;574.046875
-1;113000;RAINFOREST_RESIN;10002;4;9996;1;9995;26;10004;1;10005;26;;;10003.0;-48.0
-1;113000;KELP;2018;27;;;;;2020;4;2021;27;;;2019.0;576.2265625
-1;113100;KELP;2018;21;;;;;2021;21;;;;;2019.5;564.53125
-1;113100;RAINFOREST_RESIN;9998;3;9996;1;9995;20;10004;1;10005;20;;;10001.0;-48.0
-1;113200;KELP;2018;38;;;;;2021;31;;;;;2019.5;581.734375
-1;113200;RAINFOREST_RESIN;9996;2;9995;29;;;10002;10;10004;2;10005;29;9999.0;-48.0
-1;113300;RAINFOREST_RESIN;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;-48.0
-1;113300;KELP;2018;17;;;;;2021;22;;;;;2019.5;578.84375
-1;113400;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-48.0
-1;113400;KELP;2018;21;;;;;2021;21;;;;;2019.5;580.0
-1;113500;KELP;2018;21;;;;;2021;21;;;;;2019.5;577.8125
-1;113500;RAINFOREST_RESIN;9995;21;;;;;10005;21;;;;;10000.0;-48.0
-1;113600;KELP;2018;25;;;;;2021;25;;;;;2019.5;583.1875
-1;113600;RAINFOREST_RESIN;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;-48.0
-1;113700;RAINFOREST_RESIN;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;-48.0
-1;113700;KELP;2018;6;2017;21;;;2021;21;;;;;2019.5;591.5546875
-1;113800;RAINFOREST_RESIN;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;-48.0
-1;113800;KELP;2017;24;;;;;2021;24;;;;;2019.0;592.3515625
-1;113900;KELP;2017;29;;;;;2021;29;;;;;2019.0;591.4375
-1;113900;RAINFOREST_RESIN;9996;1;9995;28;;;10004;1;10005;28;;;10000.0;-48.0
-1;114000;KELP;2017;30;;;;;2020;2;2021;28;;;2018.5;603.3125
-1;114000;RAINFOREST_RESIN;9996;2;9995;28;;;9998;11;10004;2;10005;28;9997.0;-48.0
-1;114100;RAINFOREST_RESIN;9996;2;9995;30;;;10004;2;10005;30;;;10000.0;-48.0
